SEX,AGE,HCOVANY,EDUC,EMPSTAT,FTOTINC,VETSTAT,pov,BLACK
Female,74,With health insurance coverage,4+ years of college,Not in labor force,86200,Not a veteran,0,0
Male,78,With health insurance coverage,4+ years of college,Not in labor force,89000,Not a veteran,0,0
Male,28,No health insurance coverage,4+ years of college,Employed,60000,Not a veteran,0,0
Male,26,With health insurance coverage,4+ years of college,Not in labor force,89000,Not a veteran,0,0
Male,74,With health insurance coverage,High school,Not in labor force,30000,Veteran,0,0
Male,77,With health insurance coverage,High school,Not in labor force,56250,Not a veteran,0,0
Male,27,With health insurance coverage,High school,Employed,40000,Not a veteran,0,0
Male,27,No health insurance coverage,4+ years of college,Employed,82500,Not a veteran,0,0
Male,66,With health insurance coverage,High school,Employed,60400,Not a veteran,0,0
Male,35,With health insurance coverage,4+ years of college,Employed,41000,Not a veteran,0,0
Female,84,With health insurance coverage,High school,Not in labor force,18920,Not a veteran,0,0
Female,46,With health insurance coverage,High school,Employed,114000,Not a veteran,0,0
Female,59,With health insurance coverage,Some college,Not in labor force,67000,Not a veteran,0,0
Female,33,With health insurance coverage,High school,Employed,50000,Not a veteran,0,0
Female,70,With health insurance coverage,Some college,Not in labor force,72100,Not a veteran,0,0
Female,78,With health insurance coverage,High school,Employed,93400,Not a veteran,0,0
Male,62,With health insurance coverage,4+ years of college,Employed,178500,Not a veteran,0,0
Female,88,With health insurance coverage,High school,Not in labor force,23000,Not a veteran,0,0
Female,52,With health insurance coverage,Some college,Employed,71800,Not a veteran,0,0
Male,26,With health insurance coverage,4+ years of college,Employed,40000,Not a veteran,0,0
Female,41,With health insurance coverage,High school,Employed,140000,Not a veteran,0,0
Male,27,With health insurance coverage,High school,Employed,52020,Not a veteran,0,0
Female,66,With health insurance coverage,Some college,Not in labor force,12300,Not a veteran,1,1
Female,49,With health insurance coverage,4+ years of college,Employed,85000,Not a veteran,0,0
Male,58,With health insurance coverage,4+ years of college,Employed,198000,Not a veteran,0,0
Female,89,With health insurance coverage,High school,Not in labor force,162200,Not a veteran,0,0
Female,73,With health insurance coverage,Some high school,Not in labor force,94300,Not a veteran,0,0
Male,28,With health insurance coverage,Some college,Employed,52000,Not a veteran,0,0
Male,70,With health insurance coverage,Some college,Employed,130200,Not a veteran,0,0
Female,62,With health insurance coverage,4+ years of college,Employed,77200,Not a veteran,0,0
Male,26,With health insurance coverage,Some college,Employed,130000,Not a veteran,0,0
Female,68,With health insurance coverage,High school,Not in labor force,25900,Not a veteran,0,0
Male,62,With health insurance coverage,Some college,Employed,93000,Not a veteran,0,0
Female,83,With health insurance coverage,High school,Not in labor force,87200,Not a veteran,0,0
Male,62,With health insurance coverage,Some college,Not in labor force,106800,Not a veteran,0,0
Male,66,With health insurance coverage,4+ years of college,Not in labor force,71400,Not a veteran,0,0
Male,77,With health insurance coverage,4+ years of college,Not in labor force,28800,Veteran,0,1
Female,61,With health insurance coverage,4+ years of college,Employed,209000,Not a veteran,0,0
Female,72,With health insurance coverage,High school,Not in labor force,14400,Not a veteran,1,0
Male,59,With health insurance coverage,4+ years of college,Employed,39300,Not a veteran,0,1
Female,27,With health insurance coverage,High school,Employed,15000,Not a veteran,1,0
Female,66,With health insurance coverage,High school,Not in labor force,145400,Not a veteran,0,0
Male,31,With health insurance coverage,4+ years of college,Employed,60000,Not a veteran,0,0
Female,71,With health insurance coverage,Some college,Not in labor force,38430,Not a veteran,0,0
Female,88,With health insurance coverage,High school,Not in labor force,24900,Not a veteran,0,0
Female,70,With health insurance coverage,Some college,Not in labor force,234600,Not a veteran,0,0
Female,66,With health insurance coverage,Some college,Employed,32300,Not a veteran,0,0
Male,64,With health insurance coverage,Some college,Not in labor force,52000,Not a veteran,0,0
Male,54,With health insurance coverage,4+ years of college,Employed,133000,Not a veteran,0,0
Male,60,With health insurance coverage,4+ years of college,Employed,151000,Not a veteran,0,0
Female,56,No health insurance coverage,Some college,Employed,29900,Not a veteran,0,0
Female,69,With health insurance coverage,Some high school,Not in labor force,25010,Not a veteran,0,0
Male,58,With health insurance coverage,High school,Employed,97000,Not a veteran,0,0
Female,52,With health insurance coverage,High school,Employed,19600,Not a veteran,0,0
Female,33,No health insurance coverage,Some college,Employed,32000,Not a veteran,0,0
Female,63,With health insurance coverage,High school,Not in labor force,35760,Not a veteran,0,0
Female,33,With health insurance coverage,Some college,Employed,33400,Not a veteran,0,0
Female,62,With health insurance coverage,High school,Employed,77000,Not a veteran,0,0
Female,95,With health insurance coverage,High school,Not in labor force,20000,Not a veteran,0,0
Male,72,With health insurance coverage,Some college,Not in labor force,55800,Not a veteran,0,0
Male,32,No health insurance coverage,Some college,Employed,28000,Not a veteran,0,0
Female,52,With health insurance coverage,4+ years of college,Employed,110500,Not a veteran,0,0
Male,78,With health insurance coverage,Some college,Employed,134330,Not a veteran,0,0
Female,40,With health insurance coverage,Some college,Employed,38000,Not a veteran,0,1
Female,72,With health insurance coverage,4+ years of college,Not in labor force,93040,Not a veteran,0,0
Male,45,With health insurance coverage,4+ years of college,Employed,489000,Not a veteran,0,0
Female,54,With health insurance coverage,4+ years of college,Employed,105000,Not a veteran,0,0
Female,61,With health insurance coverage,Some college,Employed,77600,Not a veteran,0,0
Female,77,With health insurance coverage,High school,Not in labor force,81000,Not a veteran,0,0
Female,42,With health insurance coverage,High school,Employed,78000,Not a veteran,0,0
Male,72,With health insurance coverage,Some college,Not in labor force,177400,Not a veteran,0,0
Female,59,With health insurance coverage,High school,Employed,80000,Not a veteran,0,0
Female,35,No health insurance coverage,4+ years of college,Employed,150000,Not a veteran,0,0
Male,37,With health insurance coverage,High school,Employed,95000,Not a veteran,0,0
Male,74,With health insurance coverage,Some college,Not in labor force,40800,Veteran,0,0
Male,75,With health insurance coverage,High school,Not in labor force,11300,Not a veteran,1,0
Male,75,With health insurance coverage,Some college,Not in labor force,14500,Not a veteran,0,0
Female,47,With health insurance coverage,4+ years of college,Employed,130000,Not a veteran,0,1
Male,80,With health insurance coverage,4+ years of college,Not in labor force,133600,Not a veteran,0,0
Male,66,With health insurance coverage,Some college,Not in labor force,20300,Not a veteran,0,0
Male,78,With health insurance coverage,High school,Employed,84400,Veteran,0,0
Male,73,With health insurance coverage,High school,Not in labor force,29400,Not a veteran,0,0
Female,35,No health insurance coverage,4+ years of college,Employed,438000,Not a veteran,0,0
Male,38,With health insurance coverage,High school,Employed,139000,Not a veteran,0,0
Male,78,With health insurance coverage,4+ years of college,Not in labor force,72000,Not a veteran,0,0
Female,66,With health insurance coverage,4+ years of college,Not in labor force,158000,Not a veteran,0,0
Male,69,With health insurance coverage,High school,Employed,22640,Veteran,0,0
Male,54,With health insurance coverage,High school,Not in labor force,71800,Not a veteran,0,0
Male,60,With health insurance coverage,4+ years of college,Employed,110000,Not a veteran,0,0
Male,66,With health insurance coverage,High school,Employed,85000,Not a veteran,0,0
Female,83,With health insurance coverage,High school,Not in labor force,62600,Not a veteran,0,0
Male,28,With health insurance coverage,High school,Employed,114000,Not a veteran,0,0
Male,51,With health insurance coverage,4+ years of college,Employed,104000,Not a veteran,0,0
Male,56,With health insurance coverage,High school,Employed,60000,Not a veteran,0,0
Female,65,With health insurance coverage,High school,Not in labor force,11000,Not a veteran,1,1
Female,34,With health insurance coverage,High school,Employed,40000,Not a veteran,0,0
Male,57,With health insurance coverage,4+ years of college,Employed,557000,Not a veteran,0,0
Female,41,With health insurance coverage,High school,Not in labor force,33000,Not a veteran,0,1
Female,31,With health insurance coverage,Some college,Employed,121700,Not a veteran,0,0
Female,77,With health insurance coverage,High school,Not in labor force,41900,Not a veteran,0,0
Female,67,With health insurance coverage,High school,Not in labor force,68700,Not a veteran,0,0
Male,70,With health insurance coverage,4+ years of college,Employed,131100,Not a veteran,0,0
Male,65,With health insurance coverage,High school,Not in labor force,213000,Veteran,0,0
Female,47,With health insurance coverage,4+ years of college,Employed,135400,Not a veteran,0,0
Male,66,With health insurance coverage,High school,Not in labor force,100000,Not a veteran,0,0
Male,63,With health insurance coverage,High school,Not in labor force,32900,Not a veteran,0,0
Male,63,With health insurance coverage,High school,Not in labor force,46300,Not a veteran,0,0
Female,77,With health insurance coverage,High school,Not in labor force,20400,Not a veteran,0,1
Male,89,With health insurance coverage,Some college,Not in labor force,49000,Veteran,0,0
Male,28,With health insurance coverage,4+ years of college,Employed,38000,Not a veteran,0,0
Male,64,With health insurance coverage,High school,Not in labor force,55400,Not a veteran,0,0
Male,71,With health insurance coverage,4+ years of college,Not in labor force,393000,Not a veteran,0,0
Male,83,With health insurance coverage,High school,Not in labor force,11300,Not a veteran,1,0
Male,62,With health insurance coverage,High school,Not in labor force,60300,Not a veteran,0,0
Female,62,With health insurance coverage,Some college,Employed,75000,Not a veteran,0,0
Female,50,With health insurance coverage,High school,Employed,125000,Not a veteran,0,0
Female,34,With health insurance coverage,Some college,Employed,93000,Not a veteran,0,0
Male,67,With health insurance coverage,4+ years of college,Not in labor force,125100,Not a veteran,0,0
Male,49,With health insurance coverage,High school,Employed,70000,Not a veteran,0,0
Female,35,With health insurance coverage,4+ years of college,Employed,100000,Not a veteran,0,0
Female,50,With health insurance coverage,Some college,Unemployed,12350,Not a veteran,1,0
